用户ID,商品,购买日期,购买价格 (元)
2793,Clothing,2023-09-19,1608
2120,Technology,2023-10-28,8210
4810,Toys,2023-10-31,6445
2496,Books,2023-10-18,9915
1975,Technology,2023-09-30,1511
2608,Technology,2023-10-27,6155
4945,Cosmetics,2023-09-16,8162
5360,Toys,2023-09-15,6768
1922,Books,2023-09-21,3985
5447,Books,2023-11-27,9862
5738,Technology,2023-10-10,2276
5671,Shoes,2023-10-29,3406
1277,Books,2023-09-14,3294
4563,Shoes,2023-09-07,4579
3575,Books,2023-10-16,1414
1677,Cosmetics,2023-09-25,3689
1524,Clothing,2023-10-25,1226
1443,Technology,2023-10-01,1899
5270,Shoes,2023-09-21,688
2808,Cosmetics,2023-11-27,9056
5604,Books,2023-09-30,9200
1935,Books,2023-10-25,7415
2012,Food & Beverage,2023-10-19,8045
4036,Books,2023-11-10,3060
4648,Technology,2023-09-27,8969
2595,Clothing,2023-10-14,4658
2579,Food & Beverage,2023-10-12,4790
4288,Books,2023-09-20,8514
1651,Books,2023-10-23,9204
2743,Technology,2023-10-02,322
3284,Shoes,2023-09-27,4492
2450,Cosmetics,2023-11-05,122
3676,Books,2023-11-06,4666
4541,Clothing,2023-11-16,999
1304,Books,2023-09-07,2033
3819,Shoes,2023-11-05,4822
4034,Shoes,2023-10-29,6554
2462,Technology,2023-10-06,7848
1677,Toys,2023-10-20,5678
5244,Food & Beverage,2023-09-28,8213
3927,Books,2023-10-20,8469
4566,Cosmetics,2023-09-04,9783
1070,Food & Beverage,2023-09-19,6081
2013,Technology,2023-11-28,327
2312,Shoes,2023-11-19,5847
5652,Clothing,2023-09-30,2909
3964,Shoes,2023-10-28,869
4424,Food & Beverage,2023-10-10,3451
1686,Books,2023-11-26,8882
2926,Food & Beverage,2023-10-30,3262
4635,Clothing,2023-09-02,3756
2150,Toys,2023-11-24,5248
2091,Cosmetics,2023-09-18,6972
4479,Toys,2023-09-22,1791
5953,Technology,2023-11-28,5438
1515,Technology,2023-11-14,3924
1002,Cosmetics,2023-10-13,6842
5456,Cosmetics,2023-11-02,2840
5579,Technology,2023-10-22,6004
3330,Books,2023-10-26,9055
4488,Toys,2023-10-29,7654
5397,Cosmetics,2023-10-05,3093
5515,Shoes,2023-11-16,5616
2521,Shoes,2023-10-18,2380
4257,Cosmetics,2023-09-17,1933
2186,Books,2023-10-02,1139
2749,Books,2023-10-01,1357
2915,Food & Beverage,2023-09-10,6526
1237,Food & Beverage,2023-09-09,9749
3365,Technology,2023-09-08,2572
1935,Books,2023-11-06,5303
1258,Food & Beverage,2023-09-04,7112
2737,Shoes,2023-11-24,7543
5467,Food & Beverage,2023-10-04,1504
5102,Shoes,2023-10-05,9580
3066,Technology,2023-09-05,8795
4595,Food & Beverage,2023-10-28,3598
3381,Technology,2023-09-19,4322
4488,Shoes,2023-10-03,8579
3339,Shoes,2023-11-23,1444
4919,Toys,2023-09-30,1581
1881,Technology,2023-11-23,8879
1155,Technology,2023-09-23,2739
1474,Books,2023-10-17,5059
5139,Cosmetics,2023-11-14,1700
5456,Toys,2023-09-09,7777
2778,Toys,2023-09-02,9662
4222,Cosmetics,2023-10-15,4259
4216,Books,2023-11-26,8869
1987,Cosmetics,2023-11-10,9518
3873,Food & Beverage,2023-09-14,3021
3934,Books,2023-09-30,9587
3680,Technology,2023-10-06,6953
2398,Clothing,2023-11-16,1766
1903,Toys,2023-09-14,9691
3771,Food & Beverage,2023-11-09,5255
5926,Toys,2023-10-13,1959
5128,Toys,2023-11-20,9154
5913,Shoes,2023-11-14,2424
5911,Toys,2023-09-27,6099
3729,Shoes,2023-09-20,6972
1311,Food & Beverage,2023-09-18,9458
2315,Clothing,2023-11-24,3658
4882,Toys,2023-10-16,3790
5838,Books,2023-11-29,4018
3753,Toys,2023-11-17,6330
2150,Technology,2023-11-17,3947
2450,Technology,2023-10-09,2759
2168,Clothing,2023-10-15,8519
4791,Books,2023-11-25,8787
5118,Technology,2023-09-24,3210
3399,Technology,2023-11-05,6488
2130,Food & Beverage,2023-09-07,8816
3280,Clothing,2023-09-18,5677
2254,Food & Beverage,2023-09-14,6830
4561,Food & Beverage,2023-10-19,6474
2906,Shoes,2023-09-27,5961
5082,Technology,2023-11-18,9913
1735,Clothing,2023-11-10,5993
5674,Toys,2023-10-28,7936
4473,Technology,2023-10-22,9939
5921,Clothing,2023-10-29,2907
1171,Books,2023-11-09,4020
5307,Cosmetics,2023-09-04,7425
1257,Cosmetics,2023-09-03,7344
1953,Food & Beverage,2023-11-13,3257
4838,Shoes,2023-09-29,7282
3382,Clothing,2023-10-28,7701
4459,Technology,2023-11-23,1693
1013,Books,2023-09-12,1727
2572,Clothing,2023-11-23,8932
5644,Technology,2023-09-19,7666
2716,Toys,2023-10-27,921
1327,Toys,2023-09-02,401
4218,Technology,2023-10-13,4228
4245,Shoes,2023-11-02,7790
5779,Cosmetics,2023-11-09,9708
5476,Food & Beverage,2023-10-24,2007
1357,Food & Beverage,2023-11-26,747
1096,Toys,2023-11-10,3475
3164,Books,2023-11-07,9840
1175,Toys,2023-09-14,1744
3221,Shoes,2023-10-27,9119
3088,Technology,2023-11-25,2600
1877,Books,2023-11-17,524
3575,Food & Beverage,2023-09-22,3330
3514,Clothing,2023-10-26,9126
1363,Toys,2023-11-02,1094
3431,Clothing,2023-11-27,7597
5450,Toys,2023-11-18,7233
3889,Food & Beverage,2023-10-30,3165
1775,Clothing,2023-10-16,5831
2379,Food & Beverage,2023-11-15,8503
1483,Cosmetics,2023-10-15,7101
3410,Shoes,2023-10-02,2195
3749,Toys,2023-11-18,393
5436,Toys,2023-11-07,3725
1076,Toys,2023-10-16,1998
2665,Books,2023-10-01,6983
1568,Toys,2023-09-06,4239
3203,Clothing,2023-10-12,471
4522,Technology,2023-09-25,1165
4901,Books,2023-09-09,6739
4252,Technology,2023-11-06,5169
4469,Food & Beverage,2023-10-31,541
2140,Cosmetics,2023-09-30,6919
5836,Technology,2023-11-26,3376
1803,Shoes,2023-10-17,5781
3438,Books,2023-09-26,2453
2929,Toys,2023-11-02,9512
2539,Books,2023-10-23,1586
1309,Shoes,2023-09-19,5640
4843,Clothing,2023-10-28,7001
5411,Toys,2023-10-21,257
1050,Cosmetics,2023-11-09,5505
2454,Toys,2023-10-30,6360
3541,Toys,2023-09-16,8257
2181,Cosmetics,2023-11-16,2594
2946,Books,2023-11-04,8428
3950,Cosmetics,2023-09-20,4983
5477,Toys,2023-11-08,5382
4641,Technology,2023-09-09,9739
5752,Food & Beverage,2023-10-18,4937
5960,Clothing,2023-11-10,3274
4430,Books,2023-10-08,9973
3309,Cosmetics,2023-09-30,6185
4720,Food & Beverage,2023-09-14,3536
3295,Cosmetics,2023-11-20,1629
1124,Technology,2023-10-07,2567
1802,Food & Beverage,2023-09-12,2202
1914,Shoes,2023-10-28,1019
3901,Food & Beverage,2023-09-04,7415
3224,Food & Beverage,2023-10-08,9310
3675,Technology,2023-11-22,7556
3252,Technology,2023-09-02,3912
1772,Technology,2023-11-02,9039
4699,Books,2023-10-06,9443
4904,Technology,2023-09-01,1345
1074,Books,2023-10-30,1548
1362,Clothing,2023-09-18,6743
3287,Shoes,2023-09-02,8808
1084,Cosmetics,2023-11-22,9111
3234,Clothing,2023-09-23,4697
2944,Technology,2023-11-24,4668
5788,Toys,2023-10-18,2496
5829,Food & Beverage,2023-10-18,5304
2619,Toys,2023-10-24,965
3526,Cosmetics,2023-11-16,2751
1274,Shoes,2023-10-10,3574
2330,Clothing,2023-11-13,1406
5062,Technology,2023-11-23,9528
2014,Clothing,2023-09-25,6042
5569,Shoes,2023-10-02,130
3564,Toys,2023-11-20,7399
2989,Toys,2023-11-02,576
2077,Cosmetics,2023-09-24,371
2766,Toys,2023-09-22,402
1379,Toys,2023-09-07,3905
5035,Clothing,2023-09-15,7138
4081,Books,2023-10-23,6264
4817,Toys,2023-11-17,1757
2087,Technology,2023-10-21,6582
5809,Clothing,2023-11-17,579
2905,Shoes,2023-10-19,8252
3167,Books,2023-10-25,1611
4023,Technology,2023-09-05,5148
3870,Shoes,2023-10-23,9325
3379,Cosmetics,2023-10-02,1120
1978,Clothing,2023-10-10,3337
5710,Books,2023-09-13,7304
2635,Technology,2023-10-04,2024
2359,Food & Beverage,2023-10-08,5630
2516,Shoes,2023-10-12,8357
2227,Shoes,2023-11-26,3566
4175,Cosmetics,2023-09-07,3664
5104,Clothing,2023-11-16,4914
4156,Food & Beverage,2023-09-19,4942
5194,Toys,2023-10-26,6527
3642,Books,2023-09-22,5528
5321,Technology,2023-09-04,6101
4769,Cosmetics,2023-10-14,9061
4782,Clothing,2023-11-18,693
4953,Toys,2023-10-08,7119
5364,Food & Beverage,2023-11-24,627
1149,Clothing,2023-09-08,8191
4719,Food & Beverage,2023-09-19,1958
4957,Toys,2023-10-12,5246
2556,Toys,2023-11-22,3399
5079,Technology,2023-11-12,6885
2911,Cosmetics,2023-09-30,8900
4684,Toys,2023-11-06,2745
5479,Food & Beverage,2023-11-20,5102
3813,Shoes,2023-11-17,8257
1397,Technology,2023-11-05,4029
2732,Shoes,2023-09-21,2718
1129,Shoes,2023-11-18,185
4986,Toys,2023-11-18,2220
1236,Food & Beverage,2023-11-10,1805
2792,Cosmetics,2023-10-03,1941
3162,Toys,2023-11-05,466
3690,Shoes,2023-09-04,3324
2398,Toys,2023-09-26,3170
4342,Toys,2023-10-16,1435
1290,Books,2023-11-14,9187
4625,Technology,2023-11-15,8404
2475,Books,2023-11-04,2684
3812,Clothing,2023-11-09,8145
2977,Food & Beverage,2023-11-27,4007
1209,Books,2023-09-06,1202
2650,Technology,2023-10-02,9418
1919,Books,2023-11-21,5716
3526,Toys,2023-11-17,6792
5323,Toys,2023-11-08,4698
5835,Books,2023-10-03,3031
1353,Cosmetics,2023-11-15,7794
2733,Food & Beverage,2023-09-26,9686
4835,Books,2023-11-24,5593
2308,Technology,2023-10-06,756
3138,Books,2023-09-26,2417
3028,Toys,2023-11-27,2133
3072,Shoes,2023-10-12,6346
2775,Cosmetics,2023-10-16,1839
5719,Cosmetics,2023-11-26,4742
1683,Shoes,2023-10-27,1409
3976,Toys,2023-10-09,1858
4290,Books,2023-09-08,4036
4963,Shoes,2023-11-11,4493
3333,Technology,2023-10-13,7729
5038,Toys,2023-11-17,9132
1980,Books,2023-11-11,6945
3386,Toys,2023-10-17,9540
4644,Technology,2023-11-07,8479
3828,Cosmetics,2023-11-16,7952
3430,Toys,2023-11-27,8487
3970,Food & Beverage,2023-11-08,4158
3803,Clothing,2023-11-16,8934
2607,Cosmetics,2023-09-21,4012
1183,Toys,2023-11-18,6971
1837,Toys,2023-10-19,6024
4531,Food & Beverage,2023-10-09,448
1638,Books,2023-10-16,8322
2417,Food & Beverage,2023-10-22,3182
5210,Shoes,2023-10-20,6512
3128,Books,2023-11-06,6510
5165,Food & Beverage,2023-11-24,7542
2029,Shoes,2023-09-14,3817
3027,Clothing,2023-11-07,7682
5672,Technology,2023-09-17,7529
1912,Technology,2023-11-19,7532
2911,Books,2023-11-05,6920
5437,Food & Beverage,2023-10-11,1137
1467,Shoes,2023-09-01,1918
1422,Shoes,2023-11-24,1274
1524,Books,2023-10-27,2446
5857,Food & Beverage,2023-10-14,2229
1497,Food & Beverage,2023-09-15,8638
5472,Toys,2023-09-11,6585
3851,Technology,2023-10-02,563
1660,Technology,2023-10-06,8018
5320,Shoes,2023-09-04,2629
2534,Food & Beverage,2023-09-04,1696
3051,Books,2023-10-24,9095
5239,Books,2023-09-23,9676
1824,Food & Beverage,2023-09-09,8208
5653,Books,2023-10-04,2428
2782,Food & Beverage,2023-09-09,9259
5160,Food & Beverage,2023-11-27,2638
4404,Books,2023-09-29,7033
5380,Food & Beverage,2023-10-24,2670
4062,Cosmetics,2023-10-12,6436
5961,Technology,2023-11-22,2701
3979,Books,2023-09-26,7211
2635,Clothing,2023-10-21,2302
4350,Cosmetics,2023-11-21,3388
3086,Clothing,2023-10-04,8944
4568,Shoes,2023-11-06,9633
2366,Books,2023-10-05,3722
5319,Books,2023-09-21,4113
1818,Cosmetics,2023-10-19,9931
3063,Books,2023-09-07,8363
5737,Clothing,2023-11-20,7979
5791,Technology,2023-10-12,6539
4657,Food & Beverage,2023-09-09,5453
1611,Books,2023-11-03,9417
1921,Shoes,2023-09-10,2366
5649,Clothing,2023-10-06,518
5613,Cosmetics,2023-11-16,2718
3676,Technology,2023-11-08,808
5064,Books,2023-10-23,8385
1807,Books,2023-10-25,265
4477,Clothing,2023-10-06,3624
4182,Food & Beverage,2023-09-09,7315
4000,Technology,2023-11-01,608
1903,Clothing,2023-11-13,8632
5639,Food & Beverage,2023-09-05,4909
3972,Food & Beverage,2023-10-30,269
2772,Toys,2023-09-26,187
2714,Cosmetics,2023-09-06,9271
4229,Technology,2023-09-29,4034
4131,Shoes,2023-09-14,6729
1651,Toys,2023-10-03,3605
4423,Clothing,2023-10-02,111
3796,Books,2023-10-10,781
4475,Shoes,2023-11-18,7093
2838,Technology,2023-10-13,9733
2800,Technology,2023-11-23,6097
4342,Toys,2023-09-08,2989
5143,Food & Beverage,2023-10-09,4554
1846,Technology,2023-11-16,2306
5432,Clothing,2023-09-18,377
1940,Cosmetics,2023-11-16,4380
5804,Cosmetics,2023-09-08,3435
3829,Food & Beverage,2023-09-03,2680
1803,Books,2023-10-10,4057
3734,Shoes,2023-09-18,4401
2473,Cosmetics,2023-09-29,2844
3629,Food & Beverage,2023-09-23,7463
2295,Books,2023-10-28,8314
3819,Clothing,2023-11-09,7676
2001,Clothing,2023-11-12,7612
2918,Technology,2023-09-09,5769
4155,Cosmetics,2023-09-29,8335
4748,Toys,2023-10-08,6966
1979,Food & Beverage,2023-09-24,7556
5362,Cosmetics,2023-09-08,6497
2138,Food & Beverage,2023-09-23,8063
2805,Clothing,2023-11-06,281
2259,Food & Beverage,2023-09-02,1777
5458,Toys,2023-11-18,2058
5539,Toys,2023-09-07,9514
2335,Food & Beverage,2023-11-13,7714
5090,Shoes,2023-11-06,6808
1331,Clothing,2023-11-03,2973
3055,Cosmetics,2023-11-19,7051
4294,Cosmetics,2023-10-17,1522
4666,Cosmetics,2023-09-04,6139
5308,Books,2023-11-17,5350
4446,Cosmetics,2023-10-21,8786
1952,Cosmetics,2023-10-12,9106
5644,Books,2023-10-28,8211
1508,Technology,2023-11-21,5359
2251,Food & Beverage,2023-09-06,4471
4193,Technology,2023-09-15,7631
2585,Cosmetics,2023-11-16,6852
4243,Technology,2023-10-24,9488
2162,Cosmetics,2023-11-21,3803
4161,Food & Beverage,2023-11-11,4050
1457,Cosmetics,2023-09-26,729
1663,Cosmetics,2023-11-19,2036
1017,Books,2023-11-09,985
5093,Food & Beverage,2023-10-22,7365
3219,Books,2023-10-26,3079
1222,Books,2023-09-05,6531
5804,Food & Beverage,2023-10-16,8123
3771,Food & Beverage,2023-10-09,9876
3466,Food & Beverage,2023-10-18,3537
5974,Cosmetics,2023-11-28,6263
3718,Shoes,2023-09-10,5524
3020,Shoes,2023-10-27,8900
5675,Technology,2023-11-17,4987
2959,Books,2023-11-10,8655
1821,Clothing,2023-09-30,588
2601,Technology,2023-10-16,193
3720,Technology,2023-11-14,6071
4624,Books,2023-10-28,2370
1345,Cosmetics,2023-10-27,9201
3889,Books,2023-09-22,258
3349,Books,2023-11-08,8912
3707,Clothing,2023-09-17,1823
3447,Clothing,2023-10-26,9599
5740,Toys,2023-11-15,5704
4469,Technology,2023-11-10,6014
3155,Technology,2023-10-05,9133
4937,Toys,2023-09-29,1157
2426,Food & Beverage,2023-09-21,5879
3135,Clothing,2023-11-10,8520
4345,Food & Beverage,2023-09-24,5580
4431,Technology,2023-11-16,5582
1715,Cosmetics,2023-09-09,2056
5442,Shoes,2023-11-10,5256
5700,Books,2023-11-24,8305
4399,Clothing,2023-10-16,1336
3177,Cosmetics,2023-09-13,3997
3350,Cosmetics,2023-10-21,9893
5187,Shoes,2023-10-17,3811
1236,Cosmetics,2023-09-09,3640
3534,Clothing,2023-10-25,9505
5720,Books,2023-10-15,8614
3341,Toys,2023-10-05,5746
1979,Cosmetics,2023-11-09,9014
1288,Shoes,2023-09-09,2325
2714,Food & Beverage,2023-10-29,1111
4330,Books,2023-09-03,4548
2265,Shoes,2023-09-18,5876
5423,Books,2023-09-19,1715
4581,Books,2023-09-16,313
2046,Shoes,2023-10-28,1396
3295,Shoes,2023-09-01,1325
2612,Cosmetics,2023-09-12,8587
3322,Books,2023-11-01,9282
1706,Shoes,2023-10-01,4329
1850,Technology,2023-11-11,8787
5707,Toys,2023-09-29,2565
4489,Toys,2023-11-27,5517
5672,Technology,2023-09-18,826
2655,Shoes,2023-09-27,4514
4555,Toys,2023-10-11,2633
2510,Books,2023-11-26,1125
2425,Toys,2023-10-13,8646
4180,Toys,2023-10-12,4193
2006,Clothing,2023-09-04,8958
2727,Shoes,2023-11-10,9907
2718,Shoes,2023-09-07,2037
5457,Clothing,2023-09-27,4794
5080,Toys,2023-11-22,2778
1187,Technology,2023-09-17,6851
4931,Shoes,2023-10-07,3772
3045,Food & Beverage,2023-11-26,1295
1756,Shoes,2023-11-25,5084
2814,Technology,2023-09-12,1823
4172,Toys,2023-10-15,9639
2887,Books,2023-10-26,3448
3425,Clothing,2023-10-31,9100
3035,Shoes,2023-09-27,2972
5923,Cosmetics,2023-10-23,4042
3539,Toys,2023-11-12,615
3205,Technology,2023-10-22,1561
2810,Toys,2023-11-20,6589
2871,Books,2023-11-04,3707
5994,Books,2023-11-16,6921
2514,Technology,2023-10-31,4207
1341,Technology,2023-11-28,8135
2459,Books,2023-10-28,8159
2549,Clothing,2023-09-01,8146
5981,Books,2023-10-27,5736
2185,Toys,2023-11-27,3603
2665,Food & Beverage,2023-10-13,3435
5040,Clothing,2023-10-10,508
4299,Cosmetics,2023-09-02,5520
1994,Food & Beverage,2023-11-02,2533
1528,Books,2023-09-17,8732
3860,Food & Beverage,2023-11-10,216
3138,Clothing,2023-09-09,6665
3126,Toys,2023-11-15,9999
5935,Technology,2023-11-23,8540
5678,Technology,2023-09-03,9966
3546,Clothing,2023-09-18,5326
4123,Technology,2023-10-16,1335
5302,Shoes,2023-10-04,4919
1499,Shoes,2023-11-06,7317
2413,Food & Beverage,2023-10-11,6380
1625,Toys,2023-11-03,2809
5340,Cosmetics,2023-10-16,2755
5430,Toys,2023-11-09,6571
2694,Toys,2023-09-29,9081
5701,Technology,2023-09-28,1518
5247,Toys,2023-11-19,4981
1734,Cosmetics,2023-10-01,5097
4011,Shoes,2023-10-31,2160
1849,Cosmetics,2023-10-14,2815
3516,Shoes,2023-10-05,5893
2824,Shoes,2023-11-08,5820
5964,Cosmetics,2023-10-28,7309
5096,Shoes,2023-10-17,8748
3792,Cosmetics,2023-10-20,259
3692,Food & Beverage,2023-10-26,8726
3789,Food & Beverage,2023-09-19,5937
5932,Toys,2023-09-24,887
4905,Shoes,2023-11-24,8332
3793,Toys,2023-11-24,6819
2735,Cosmetics,2023-10-06,5025
5990,Books,2023-10-25,6188
3835,Clothing,2023-10-30,6999
2129,Toys,2023-09-02,4577
3784,Toys,2023-10-19,7255
5462,Food & Beverage,2023-10-27,4141
1814,Books,2023-11-14,5466
2787,Books,2023-11-13,2670
3711,Clothing,2023-10-02,3322
5190,Cosmetics,2023-10-20,1527
4948,Technology,2023-11-29,6861
5086,Books,2023-11-27,8632
3926,Shoes,2023-11-02,1423
1868,Shoes,2023-10-20,8821
2290,Books,2023-10-23,2655
4445,Cosmetics,2023-09-16,2252
2494,Clothing,2023-11-26,4000
3850,Toys,2023-11-28,6492
1129,Cosmetics,2023-10-31,8695
4636,Cosmetics,2023-11-14,261
1299,Clothing,2023-10-02,409
1787,Technology,2023-10-12,1884
3096,Toys,2023-10-23,7517
3530,Books,2023-11-21,3015
2337,Technology,2023-11-10,9302
1633,Cosmetics,2023-09-02,6456
5582,Cosmetics,2023-11-25,8498
4661,Technology,2023-11-27,6111
2711,Clothing,2023-09-09,8986
1860,Food & Beverage,2023-11-07,3530
2290,Books,2023-09-11,7935
1913,Food & Beverage,2023-09-30,5842
1652,Cosmetics,2023-09-01,1646
5310,Shoes,2023-09-25,1396
3960,Books,2023-10-16,5831
3897,Clothing,2023-10-05,6279
4720,Shoes,2023-09-12,1241
5443,Cosmetics,2023-11-28,7213
5884,Clothing,2023-11-21,2672
2145,Shoes,2023-09-07,1437
2655,Shoes,2023-11-10,2052
5162,Cosmetics,2023-10-12,7714
5360,Technology,2023-11-27,2528
1091,Food & Beverage,2023-10-26,6121
5640,Shoes,2023-09-12,1890
5670,Cosmetics,2023-11-13,6031
1648,Clothing,2023-10-01,8491
4545,Technology,2023-11-17,4653
5875,Technology,2023-09-05,4419
1651,Food & Beverage,2023-10-03,5440
3246,Toys,2023-11-23,4639
1978,Toys,2023-09-18,1429
2362,Shoes,2023-10-17,1505
3210,Clothing,2023-11-01,8695
5745,Food & Beverage,2023-10-23,4901
2867,Books,2023-09-27,5983
4446,Books,2023-11-13,3131
3077,Cosmetics,2023-09-09,1834
5479,Shoes,2023-10-11,7801
2534,Books,2023-10-24,3453
4523,Clothing,2023-09-06,9263
5654,Cosmetics,2023-11-17,8082
3354,Food & Beverage,2023-10-05,3177
4049,Technology,2023-10-10,2928
4960,Food & Beverage,2023-09-04,7608
1500,Books,2023-10-28,774
5308,Books,2023-11-11,4775
4740,Toys,2023-11-03,7114
4697,Technology,2023-10-13,7687
3380,Food & Beverage,2023-10-22,1367
5832,Clothing,2023-09-27,1967
5082,Clothing,2023-09-03,9717
2373,Toys,2023-10-14,2588
4522,Food & Beverage,2023-09-25,514
4558,Shoes,2023-10-27,5016
2104,Shoes,2023-11-15,6185
2408,Clothing,2023-11-25,6641
2612,Clothing,2023-11-12,8680
4846,Cosmetics,2023-10-15,5137
4884,Cosmetics,2023-11-25,4309
1968,Food & Beverage,2023-09-08,7912
2404,Food & Beverage,2023-10-07,8449
2268,Clothing,2023-11-24,464
2278,Books,2023-09-05,6694
3840,Toys,2023-10-23,5843
4909,Food & Beverage,2023-11-27,2588
1441,Clothing,2023-11-22,9103
1070,Food & Beverage,2023-11-21,9835
5299,Technology,2023-09-14,1329
1084,Food & Beverage,2023-10-21,7962
4540,Technology,2023-09-15,7077
4011,Technology,2023-10-08,4046
3641,Books,2023-09-11,9643
2009,Food & Beverage,2023-10-12,4585
3049,Food & Beverage,2023-11-21,8112
4785,Clothing,2023-10-07,6260
4019,Toys,2023-09-30,8954
4912,Cosmetics,2023-10-30,7481
1501,Technology,2023-09-27,7617
3858,Shoes,2023-09-28,9882
1321,Clothing,2023-11-15,304
4164,Toys,2023-11-07,5289
5908,Shoes,2023-11-14,9291
5079,Food & Beverage,2023-10-15,4485
4593,Technology,2023-09-07,9927
2036,Clothing,2023-10-26,7457
4567,Food & Beverage,2023-11-07,5202
2784,Toys,2023-09-06,6970
4750,Food & Beverage,2023-11-20,8225
1712,Books,2023-09-01,9689
2613,Cosmetics,2023-09-03,8203
5648,Books,2023-09-13,4439
4350,Toys,2023-10-19,1630
1284,Books,2023-11-13,478
4485,Technology,2023-09-27,4618
4542,Cosmetics,2023-11-04,4321
1311,Cosmetics,2023-09-24,2048
2360,Clothing,2023-11-28,1483
2142,Shoes,2023-09-11,5313
4075,Shoes,2023-10-28,4440
5568,Clothing,2023-09-18,8198
2002,Clothing,2023-10-20,9174
3756,Toys,2023-09-25,8278
2901,Shoes,2023-09-21,3720
5453,Shoes,2023-09-01,6753
3646,Toys,2023-09-20,1623
2178,Shoes,2023-09-13,1919
4961,Clothing,2023-09-15,5982
1485,Toys,2023-11-29,2721
3773,Clothing,2023-11-28,1888
3003,Toys,2023-09-10,9041
5253,Cosmetics,2023-11-16,2384
5081,Clothing,2023-11-10,1711
2515,Books,2023-10-14,7074
5485,Toys,2023-11-19,935
1188,Technology,2023-11-13,6802
4779,Books,2023-11-05,8846
1787,Technology,2023-10-10,6735
2465,Books,2023-09-16,9956
4011,Books,2023-10-12,1652
4441,Technology,2023-09-22,1795
3682,Cosmetics,2023-09-26,9876
3807,Shoes,2023-11-25,7084
1265,Food & Beverage,2023-09-27,7969
5101,Technology,2023-09-11,7383
3551,Books,2023-10-08,3433
3242,Food & Beverage,2023-11-10,1087
5634,Cosmetics,2023-10-04,927
1967,Shoes,2023-09-04,5071
2649,Clothing,2023-09-08,8607
3647,Technology,2023-09-02,6568
1454,Technology,2023-09-11,6901
3887,Books,2023-09-16,3074
5048,Shoes,2023-09-09,3805
3609,Cosmetics,2023-10-12,5249
1627,Clothing,2023-10-21,3575
4311,Clothing,2023-10-31,4276
4166,Shoes,2023-09-01,2492
5202,Toys,2023-10-21,7375
2308,Books,2023-11-09,7961
1022,Technology,2023-09-10,2097
3634,Toys,2023-09-12,9579
1525,Toys,2023-10-14,8872
5661,Toys,2023-09-02,1420
1221,Food & Beverage,2023-11-15,5823
3775,Food & Beverage,2023-09-05,4299
5087,Clothing,2023-10-13,5327
2067,Clothing,2023-09-09,9406
3892,Books,2023-11-19,6263
5592,Books,2023-10-08,5719
5499,Books,2023-10-18,1342
1944,Books,2023-11-21,4308
4031,Shoes,2023-09-05,9028
3811,Toys,2023-11-12,6820
3467,Food & Beverage,2023-10-24,7795
1208,Food & Beverage,2023-10-29,867
5747,Technology,2023-10-14,764
1136,Toys,2023-11-06,9428
1719,Technology,2023-11-09,7085
3802,Toys,2023-09-08,9208
4842,Clothing,2023-10-22,9034
3529,Cosmetics,2023-10-16,7036
1363,Clothing,2023-10-10,5133
1419,Technology,2023-09-11,9084
5642,Technology,2023-10-28,7216
4176,Toys,2023-10-24,2492
1663,Technology,2023-11-25,6343
5314,Cosmetics,2023-09-04,7055
3105,Shoes,2023-09-30,6681
1876,Food & Beverage,2023-10-25,366
5997,Clothing,2023-11-19,6444
5335,Technology,2023-11-25,7499
1006,Books,2023-09-30,4522
3660,Shoes,2023-11-05,5170
1057,Books,2023-11-20,6478
1602,Clothing,2023-11-11,8722
5304,Technology,2023-11-05,5688
5292,Technology,2023-10-18,5038
4364,Cosmetics,2023-09-15,3506
5312,Books,2023-10-31,5971
3445,Toys,2023-09-29,5625
1436,Toys,2023-10-31,5246
2510,Technology,2023-09-12,869
5475,Technology,2023-10-02,5778
4761,Technology,2023-09-16,9047
4951,Shoes,2023-09-08,6172
1610,Technology,2023-11-27,1112
2024,Books,2023-11-10,2580
4236,Toys,2023-11-07,8062
4547,Books,2023-11-19,1794
2826,Shoes,2023-11-21,9989
3690,Cosmetics,2023-11-26,5229
5457,Books,2023-10-18,7431
3936,Shoes,2023-09-22,6286
2701,Books,2023-09-12,4231
4455,Books,2023-10-19,6483
1995,Food & Beverage,2023-10-13,7554
1107,Shoes,2023-11-09,7420
5700,Food & Beverage,2023-09-07,5329
3223,Food & Beverage,2023-10-04,4729
5361,Shoes,2023-09-25,2895
1035,Food & Beverage,2023-10-07,1604
4086,Food & Beverage,2023-10-19,3099
1840,Toys,2023-10-21,3030
5051,Food & Beverage,2023-09-24,8175
2836,Shoes,2023-10-22,2693
6000,Technology,2023-11-04,4255
2734,Shoes,2023-11-21,3428
4339,Clothing,2023-09-17,1087
3552,Books,2023-10-11,8703
5992,Books,2023-09-30,199
1209,Technology,2023-10-04,7362
3146,Food & Beverage,2023-09-26,9555
5518,Toys,2023-11-21,9161
4994,Books,2023-11-09,843
5834,Food & Beverage,2023-10-15,2077
3196,Cosmetics,2023-11-08,4769
1069,Clothing,2023-10-01,3302
4917,Shoes,2023-10-27,4002
2639,Shoes,2023-10-07,2874
2767,Food & Beverage,2023-11-18,9367
2433,Cosmetics,2023-09-07,5350
4004,Food & Beverage,2023-11-18,9391
3696,Shoes,2023-11-19,126
5462,Books,2023-09-29,5532
3821,Cosmetics,2023-09-24,9414
4972,Books,2023-10-20,8856
